x,((inaa;n-giir,((inaa;n-giir
x,((inaa;n-giir-e,((inaa;n-giir
x,((inaa;n-guse;xtah,((inaa;n-guse;xtah
x,((inaayat,((inaayat
x,((ishq,((ishq
x,((ishq-e,((ishq
x,((ishq-o-mazduurii-e,((ishq-o-mazduurii|((ishq|mazduurii
x,((ishq-o-naa-guziir-e,((ishq-o-naa-guziir|((ishq|naa-guziir
x,((ishrat,((ishrat
x,((ishrat-e,((ishrat
x,((ishrat-gah-e,((ishrat-gah
x,((itaab,((itaab
x,((iyaadat,((iyaadat
x,((izz-o-naaz,((izz-o-naaz|((izz|naaz
x,((u;zr,((u;zr
x,((u;zr-;xvaah,((u;zr-;xvaah
x,((u;zr-;xvaah-e,((u;zr-;xvaah
x,((u;zr-e,((u;zr
x,((umr,((umr
x,((umr-e,((umr
x,((umr-o-asad,((umr-o-asad|((umr|asad
x,((unvaa;n,((unvaa;n
x,((unvaan-e,((unvaan
x,((uqdah-e,((uqdah
x,((uquubat,((uquubat
x,((uryaa;n,((uryaa;n
x,((uryaanii,((uryaanii
x,((ushshaaq,((ushshaaq
x,((uyuub-e,((uyuub
x,.sa;hraa,.sa;hraa
x,.sa;hraa-dast-gaah-o-qa:trah,.sa;hraa-dast-gaah-o-qa:trah|.sa;hraa-dast-gaah|qa:trah
x,.sa;hraa-e,.sa;hraa
x,.sa;hraa-gard,.sa;hraa-gard
x,.sa;hraa-navard,.sa;hraa-navard
x,.saa((iqah-o-shu((lah-o-siimaab,.saa((iqah-o-shu((lah-o-siimaab|.saa((iqah|shu((lah|siimaab
x,.saa;hib,.saa;hib
x,.saaf,.saaf
x,.sabaa,.sabaa
x,.sabr-:talab,.sabr-:talab
x,.sabr-aazmaa,.sabr-aazmaa
x,.sabr-e,.sabr
x,.sad,.sad
x,.sad-daanah,.sad-daanah
x,.sad-guunah,.sad-guunah
x,.sad-hazaar,.sad-hazaar
x,.sad-jalvah-e,.sad-jalvah
x,.sad-na:zar,.sad-na:zar
x,.sad-rang,.sad-rang
x,.sadaa,.sadaa
x,.sadaa-e,.sadaa
x,.sadaf-e,.sadaf
x,.sadmah-e,.sadmah
x,.saf-e,.saf
x,.safaa-e,.safaa
x,.sahbaa,.sahbaa
x,.sahbaa-e,.sahbaa
x,.said,.said
x,.said-e,.said
x,.saiqal,.saiqal
x,.saiqal-e,.saiqal
x,.saiyaad,.saiyaad
x,.salaa,.salaa
x,.salaa-e,.salaa
x,.sanam-kadah,.sanam-kadah
x,.sar.sar,.sar.sar
x,.sar.sar-e,.sar.sar
x,.sarf-e,.sarf
x,.sarfah,.sarfah
x,.sariir-e,.sariir
x,.sayyaad,.sayyaad
x,.si;h;hat,.si;h;hat
x,.sifaat,.sifaat
x,.sile,.sile
x,.sirf,.sirf
x,.su;hbat,.su;hbat
x,.su;hbat-e,.su;hbat
x,.sub;h,.sub;h
x,.sub;h-dam,.sub;h-dam
x,.sub;h-e,.sub;h
x,.sub;h-o-mihr,.sub;h-o-mihr|.sub;h|mihr
x,.sul;h,.sul;h
x,.suur,.suur
x,.suurat,.suurat
x,.suurat-;xaanah-e,.suurat-;xaanah
x,.suurat-e,.suurat
x,.suurate;n,.suurate;n
x,.suvar,.suvar
x,.zaamin,.zaamin
x,.zaamin-e,.zaamin
x,.zab:t,.zab:t
x,.zab:t-e,.zab:t
x,.zarar,.zarar
x,.zaruur,.zaruur
x,.zauq-e,.zauq
x,.zid,.zid
x,.zu((f,.zu((f
x,.zu((f-e,.zu((f
x,:ta((n-e,:ta((n
x,:ta((nah,:ta((nah
x,:ta((nah-e,:ta((nah
x,:taa((at,:taa((at
x,:taa((at-o-zuhd,:taa((at-o-zuhd|:taa((at|zuhd
x,:taa))uus,:taa))uus
x,:taala((-e,:taala((
x,:taali((-e,:taali((
x,:taalib-e,:taalib
x,:taaq-e,:taaq
x,:taaqat,:taaqat
x,:taaqat-e,:taaqat
x,:taaqat-rubaa,:taaqat-rubaa
x,:tab((-e,:tab((
x,:tab((a,:tab((a
x,:tabii((at,:tabii((at
x,:tabii((at-e,:tabii((at
x,:tabii((ii,:tabii((ii
x,:tahuur,:tahuur
x,:talab,:talab
x,:talabgaar-e,:talabgaar
x,:tama((-e,:tama((
x,:tannaaz,:tannaaz
x,:tara;h,:tara;h
x,:taraavat,:taraavat
x,:taraavat-e,:taraavat
x,:tarab,:tarab
x,:tarab-inshaa-e,:tarab-inshaa
x,:taraf,:taraf
x,:tarf-e,:tarf
x,:tarz-e,:tarz
x,:tarz-o-ravish,:tarz-o-ravish|:tarz|ravish
x,:tauf-e,:tauf
x,:tauq,:tauq
x,:tauq-e,:tauq
x,:tavaaf-e,:tavaaf
x,:tayuur,:tayuur
x,:tiflaa;n,:tiflaa;n
x,:tiflaan-e,:tiflaan
x,:tilism,:tilism
x,:tilism-e,:tilism
x,:tu((mah,:tu((mah
x,:turfah,:turfah
x,:turrah,:turrah
x,:turrah'haa-e,:turrah
x,:turrah-e,:turrah
x,:tuu:tii,:tuu:tii
x,:tuu:tii-e,:tuu:tii
x,:tuufaa;n,:tuufaa;n
x,:tuufaa;n-gaah-e,:tuufaa;n-gaah
x,:tuufaan-e,:tuufaan
x,:tuufaanii-e,:tuufaanii
x,:tuul,:tuul
x,:tuulaanii,:tuulaanii
x,:tuumaar-e,:tuumaar
x,:tuur,:tuur
x,:zaahir,:zaahir
x,:zaahira:n,:zaahira:n
x,:zaalim,:zaalim
x,:zarf,:zarf
x,:zarf-e,:zarf
x,:zuhuur,:zuhuur
x,:zuhuurii,:zuhuurii
x,:zulm,:zulm
x,:zulmat-gustarii,:zulmat-gustarii
x,;gala:t,;gala:t
x,;gara.z,;gara.z
x,;halqah,;halqah
x,;halqah'haa-e,;halqah
x,;halqah-e,;halqah
x,;xa:t,;xa:t
x,;xaa.s,;xaa.s
x,;xaanah-viiraa;n-saazii-e,;xaanah-viiraa;n-saazii
x,;xandah,;xandah
x,;xandah'haa-e,;xandah
x,;xandah-e,;xandah
x,;xizaanii-e,;xizaanii
x,;xuu,;xuu
x,;xuubii-e,;xuubii
x,;xvud-daarii-e,;xvud-daarii
x,aa))inah-daarii-e,aa))inah-daarii
x,aa;nsuu,aa;nsuu
x,aab-juu,aab-juu
x,aab-ruu,aab-ruu
x,aabruu,aabruu
x,aahuu,aahuu
x,aarzuu,aarzuu
x,aashtii-e,aashtii
x,aazaadii,aazaadii
x,aazaadii-e,aazaadii
x,aazurdagii-e,aazurdagii
x,abruu,abruu
x,afsurdagii,afsurdagii
x,afsurdagii-e,afsurdagii
x,andeshah,andeshah
x,andeshah'haa-e,andeshah
x,arzaanii,arzaanii
x,arzaanii-e,arzaanii
x,baa;g-baanii-e,baa;g-baanii
x,baadah-noshii,baadah-noshii
x,baadah-noshii-e,baadah-noshii
x,baazuu,baazuu
x,bad-;xuu,bad-;xuu
x,bad-aamozii-e,bad-aamozii
x,bad-gumaanii,bad-gumaanii
x,bad-gumaanii-e,bad-gumaanii
x,bad-mastii-e,bad-mastii
x,bandagii,bandagii
x,bandagii-e,bandagii
x,be-;xvudii,be-;xvudii
x,be-;xvudii-e,be-;xvudii
x,be-aabruu,be-aabruu
x,be-kaarii-e,be-kaarii
x,be-mihrii-e,be-mihrii
x,be-rab:tii-e,be-rab:tii
x,be-raunaqii,be-raunaqii
x,be-raunaqii-e,be-raunaqii
x,begaanagii,begaanagii
x,begaanagii-e,begaanagii
x,bekasii,bekasii
x,bekasii-e,bekasii
x,berab:tii-e,berab:tii
x,biimaarii-e,biimaarii
x,bisaa:t,bisaa:t
x,buu,buu
x,chaarah-saazii-e,chaarah-saazii
x,chaman-:taraazii-e,chaman-:taraazii
x,chaman-o-;xuubii-e,chaman-o-;xuubii
x,chashmak'haa-e,chashmak
x,daraaz-dastii-e,daraaz-dastii
x,dast-o-baazuu,dast-o-baazuu|dast|baazuu
x,diivaanagii,diivaanagii
x,diivaanagii-e,diivaanagii
x,diivaar-juu,diivaar-juu
x,dil,dil
x,dil'haa-e,dil
x,dil-e,dil
x,dil-farebii-e,dil-farebii
x,dushvaarii-e,dushvaarii
x,duurii-e,duurii
x,fai.z,fai.z
x,faqa:t,faqa:t
x,far.z,far.z
x,faryaadii,faryaadii
x,faryaadii-e,faryaadii
x,fasaanah-;xvaanii-e,fasaanah-;xvaanii
x,fitnah-;xuu,fitnah-;xuu
x,ganj'haa-e,ganj
x,garmii,garmii
x,garmii-e,garmii
x,giraa;n-baarii-e,giraa;n-baarii
x,giraa;n-maayagii-e,giraa;n-maayagii
x,giriftaarii,giriftaarii
x,giriftaarii-e,giriftaarii
x,guftaguu,guftaguu
x,guftguu,guftguu
x,gul,gul
x,gul'haa-e,gul
x,gul-afshaanii-e,gul-afshaanii
x,gul-e,gul
x,guluu,guluu
x,gustaa;xii,gustaa;xii
x,gustaa;xii-e,gustaa;xii
x,ham-naamii-e,ham-naamii
x,hastii,hastii
x,hastii-e,hastii
x,i;htiyaa:t,i;htiyaa:t
x,i;xlaa.s,i;xlaa.s
x,i;xtilaa:t,i;xtilaa:t
x,jaa;n-gudaazii-e,jaa;n-gudaazii
x,jaa;n-kaahii-e,jaa;n-kaahii
x,jaam-o-subuu,jaam-o-subuu|jaam|subuu
x,jaavidaanii-e,jaavidaanii
x,jalvah,jalvah
x,jalvah'haa-e,jalvah
x,jalvah-e,jalvah
x,jalvah-rezii-e,jalvah-rezii
x,just-juu,just-juu
x,justajuu,justajuu
x,ka;srat-aaraa))ii-e,ka;srat-aaraa))ii
x,kaa;ga.z,kaa;ga.z
x,kaavish,kaavish
x,kaavish'haa-e,kaavish
x,kaavish-e,kaavish
x,kashaakash,kashaakash
x,kashaakash'haa-e,kashaakash
x,kashaakash-e,kashaakash
x,kishtii-e,kishtii
x,kisuu,kisuu
x,korii-e,korii
x,kotaahii-e,kotaahii
x,la;z;zat,la;z;zat
x,la;z;zat'haa-e,la;z;zat
x,la;z;zat-e,la;z;zat
x,laf:z,laf:z
x,lahuu,lahuu
x,lakhna))uu,lakhna))uu
x,ma((zuulii-e,ma((zuulii
x,ma;hramii-e,ma;hramii
x,ma;hruumii-e,ma;hruumii
x,mara.z,mara.z
x,mizhah,mizhah
x,mizhah'haa-e,mizhah
x,mizhah-e,mizhah
x,mu;gannii-e,mu;gannii
x,mushk-buu,mushk-buu
x,muu,muu
x,na:zar,na:zar
x,na:zar'haa-e,na:zar
x,na;gmah,na;gmah
x,na;gmah'haa-e,na;gmah
x,na;gmah-e,na;gmah
x,naa-kaamii,naa-kaamii
x,naa-kaamii-e,naa-kaamii
x,naa-saazii-e,naa-saazii
x,naa-tamaamii,naa-tamaamii
x,naa-tamaamii-e,naa-tamaamii
x,naa-tavaanii,naa-tavaanii
x,naa-tavaanii-e,naa-tavaanii
x,naalah,naalah
x,naalah'haa-e,naalah
x,naalah-e,naalah
x,nashaa:t,nashaa:t
x,naumiidii,naumiidii
x,naumiidii-e,naumiidii
x,navaazish,navaazish
x,navaazish'haa-e,navaazish
x,niko-naamii-e,niko-naamii
x,numuu,numuu
x,nus;xah'haa-e,nus;xah
x,nus;xah-e,nus;xah
x,paa-bastagii-e,paa-bastagii
x,paarah'haa-e,paarah
x,paarah-e,paarah
x,pahluu,pahluu
x,pai;gaarah-juu,pai;gaarah-juu
x,par-fishaanii,par-fishaanii
x,par-fishaanii-e,par-fishaanii
x,parastaarii-e,parastaarii
x,pardah-daarii,pardah-daarii
x,pardah-daarii-e,pardah-daarii
x,pareshaanii,pareshaanii
x,pareshaanii-e,pareshaanii
x,pursish,pursish
x,pursish'haa-e,pursish
x,pursish-e,pursish
x,pusht-garmii-e,pusht-garmii
x,qa:t,qa:t
x,qad-o-gesuu,qad-o-gesuu|qad|gesuu
x,qar.z,qar.z
x,ra((naa))ii-e,ra((naa))ii
x,raaz,raaz
x,raaz'haa-e,raaz
x,raaz-e,raaz
x,rab:t,rab:t
x,rafuu,rafuu
x,ravaanii,ravaanii
x,ravaanii-e,ravaanii
x,ravish-o-mastii-e,ravish-o-mastii
x,rusvaa))ii,rusvaa))ii
x,rusvaa))ii-e,rusvaa))ii
x,ruu,ruu
x,ruubaruu,ruubaruu
x,sa((ii-e,sa((ii
x,saaqii,saaqii
x,saaqii-e,saaqii
x,sha;x.s,sha;x.s
x,shab,shab
x,shab'haa-e,shab
x,shab-e,shab
x,shiishah-o-qada;h-o-kuuzah-o-sabuu,shiishah-o-qada;h-o-kuuzah-o-sabuu|shiishah|qada;h|kuuzah|sabuu
x,shikaayat,shikaayat
x,shikaayat'haa-e,shikaayat
x,shikaayat-e,shikaayat
x,sho;xii,sho;xii
x,sho;xii-e,sho;xii
x,siilii-e,siilii
x,siyah-mastii-e,siyah-mastii
x,sust-ruu,sust-ruu
x,suu,suu
x,taariikii-e,taariikii
x,tal;xii-e,tal;xii
x,talaafii,talaafii
x,talaafii-e,talaafii
x,tamaashaa))ii,tamaashaa))ii
x,tamaashaa))ii-e,tamaashaa))ii
x,tamkiin-o-.zab:t,tamkiin-o-.zab:t|tamkiin|.zab:t
x,tangii-e,tangii
x,tiryaakii-e,tiryaakii
x,tishnagii-e,tishnagii
x,tund-;xuu,tund-;xuu
x,tundii-e,tundii
x,tunuk-:zarfii-e,tunuk-:zarfii
x,tuu,tuu
x,ulfa:t,ulfa:t
x,ulfa:t'haa-e,ulfa:t
x,vaa((i:z,vaa((i:z
x,vaadii-e,vaadii
x,varaq-gardaanii-e,varaq-gardaanii
x,zaanuu,zaanuu
x,zabaanii,zabaanii
x,zabaanii-e,zabaanii
x,zabuunii-e,zabuunii
x,zindaanii-e,zindaanii
x,zindagaanii,zindagaanii
x,zindagaanii-e,zindagaanii
