laash-e be-kafan
lab-e ((iis;aa
lab-e ;xushk
lab-e afsuus
lab-e baam
lab-e saaqii
lab-tishnah-e taqriir
lakad-kob-e ;havaadi;s
lau;h-e jahaa;n
libaas-e ka((bah
lu:tf-e ;xaa.s
lu:tf-e ;xiraam-e saaqii-o-;zauq-e .sadaa-e chang
lu:tf-e bad-;xuuyaa;n
lu:tf-e jalvah'haa-e ma((aanii
ma((ri.z-e i:zhaar
ma((shuuq-e sho;x-o-((aashiq-e diivaanah
ma((zuulii-e andaaz-o-adaa
ma;hramii-e ;husn
ma;hruum-e jamaal
ma;hruumii-e qismat
ma;hruumii-e tasliim-o-badaa
ma;hshar-e ;xayaal
ma;hsharistaan-e be-qaraarii
