urdu,transliteration,count
تاشنگایے شوق,tishnagii-e shauq,1
دشتے قاےس,dasht-e qais,1
جمالے دال فاراوز,jamaal-e dil-furoz,1
سوارے سمندے ناز,savaar-e samand-e naaz,1
غانچہے نا شاگافتہ,;gunchah-e naa-shiguftah,1
کشمکشے نزع,kashmakash-e naz((,1
باغ بانایے صحرا,baa;g-baanii-e .sa;hraa,1
ازادایے نسایم,aazaadii-e nasiim,1
ندازے ثر,andaaz-e a;sar,1
ابے تیغے ناگاہ,aab-e te;g-e nigaah,1
طاقے ناسیان,:taaq-e nisyaa;n,1
ترکے راساوم,tark-e rusuum,1
ندازے عاتاب,andaaz-e ((itaab,1
ماعتقادے فاتنہے محشر,mu((taqid-e fitnah-e ma;hshar,1
مشقے تماشا,mashq-e tamaashaa,1
زرے ز دست رفتہ,zar-e az-dast-raftah,1
بہاے باوسہ,bahaa-e bosah,1
سابحہے زاہاد,sub;hah-e zaahid,1
تغافالہاے تمکاین ازما,ta;gaafulhaa-e tamkii;n-aazmaa,1
پاسے بی رونقایے دایدہ,paas-e be-raunaqii-e diidah,1
چشمے باتان,chashm-e butaa;n,1
محشرے خیال,ma;hshar-e ;xayaal,1
قدے یار,qad-e yaar,1
عقدے گردنے خاوبان,((aqd-e gardan-e ;xuubaa;n,1
ائاینے غزل خوانای,aa))iin-e ;gazal-;xvaanii,1
مقطعے سالسالہے شوق,maq:ta((-e silsilah-e shauq,1
تعلایمے ضبط,ta((liim-e .zab:t,1
موجے اب,mauj-e aab,1
دعوتے ابوہوا,da((vat-e aab-o-havaa,1
ابراوے عاشق,aabruu-e ((ishq,1
راشتہے الفت,rishtah-e ulfat,1
راودادے چمن,ruudaad-e chaman,1
عایماے شاعلہ,((iimaa-e shu((lah,1
داغے ناہان,daa;g-e nihaa;n,1
شستے باتے ناواک فاگن,shast-e but-e naavuk-figan,1
ہوسے یار,havas-e yaar,1
دہنے شیر,dahan-e sher,1
جراحتے دال,jaraa;hat-e dil,1
شاورے جولان,shor-e jaulaa;n,1
خوارشایدے قایامت,;xvurshiid-e qiyaamat,1
گرمے خارامے ناز,garm-e ;xiraam-e naaz,1
نگاشتے حانائای,angusht-e ;hinaa))ii,1
نقشے پے ماور,naqsh-e pa-e mor,1
صاورتے راشتہے گوہر,.suurat-e rishtah-e gauhar,1
عاشقے خاون نابہ مشرب,((ishq-e ;xuu;n-naabah-mashrab,1
ائاینہے بہار,aa))iinah-e bahaar,1
ہاجاومے غم,hujuum-e ;gam,1
عاجازے عرضے یک فغان,((aajiz-e ((ar.z-e yak-af;gaa;n,1
دالے نا کام,dil-e naa-kaam,1
زایارت گاہے طافلان,ziyaarat-gaah-e :tiflaa;n,1
وجہے پریشانایے صہبا,vaj'h-e pareshaanii-e .sahbaa,1
شرارے جستہ,sharaar-e jastah,1
شاکایتہاے رنگاین,shikaayat'haa-e rangii;n,1
موجہے گال,maujah-e gul,1
نو بہارے ناز,nau-bahaar-e naaz,1
طوقے گردن,:tauq-e gardan,1
ارزاوے داوست,aarzuu-e dost,1
ساغرے جم,saa;gar-e jam,1
عارے باستر,((aar-e bistar,1
ہاجاومے دردے غرایبای,hujuum-e dard-e ;gariibii,1
ذوقے تماشا,;zauq-e tamaashaa,1
دلالے جانسے راسوائای,dallaal-e jins-e rusvaa))ii,1
رگے ہر,rag-e har,1
خاونے ناب,;xuun-e naab,1
ردّے قدح,radd-e qada;h,1
حلقہہاے زالف,;halqah'haa-e zulf,1
بیکسای ہاے شبے ہاجر,bekasii-haa-e shab-e hijr,1
ہواے کاشتے وفا,havaa-e kisht-e vafaa,1
باعاثے تاخایر,baa((i;s-e taa;xiir,1
باعاثے فزائاشے دردے دراون,baa((i;s-e afzaa))ish-e dard-e daruu;n,1
فارصتے کاروبارے شوق,fur.sat-e kaar-o-baar-e shauq,1
شاہے سالاےمان جاہ,shaah-e sulaimaa;n-jaah,1
قدرے شوق,qadr-e shauq,1
گال فراوشے شاوخایے داغے کاہن,gul-farosh-e sho;xii-e daa;g-e kuhan,1
ماژگانے چشمے تر,mizhgaan-e chashm-e tar,1
غالابے اشافتہ نوا,;gaalib-e aashuftah-navaa,1
ہوسے نایوناوش,havas-e naay-o-nosh,1
موجے گال,mauj-e gul,1
بی پرتوے خوارشید,be-partav-e ;xvurshed,1
خیالے زخم,;xayaal-e za;xm,1
شاکنے زالفے عنبراین,shikan-e zulf-e ((anbarii;n,1
پانبہے ماینا,punbah-e miinaa,1
ماوے شایشہ,muu-e shiishah,1
داغے عایاوبے برہنگای,daa;g-e ((uyuub-e barahnagii,1
عامرے عزایز,((umr-e ((aziiz,1
تابے راخے یار,taab-e ru;x-e yaar,1
ریزہے لماس,rezah-e almaas,1
قلمے سر نواشت,qalam-e sar-navisht,1
فشارے تنگایے خلوت,fashaar-e tangii-e ;xalvat,1
راوزے جزا,roz-e jazaa,1
بہانہے بےگانگای,bahaanah-e begaanagii,1
واسعتے صحرا,vus((at-e .sa;hraa,1
روزنے دایوارے زاندان,rauzan-e diivaar-e zindaa;n,1
فرمان رواے کاشورے ہانداوستان,farmaa;n-ravaa-e kishvar-e hinduustaan,1
گرداشے ساغرے صد جلوہے رنگاین,gardish-e saa;gar-e .sad-jalvah-e rangii;n,1
نظر گاہے حیا,na:zar-gaah-e ;hayaa,1
امدے ساےلابے طاوفانے صداے اب,aamad-e sailaab-e :tuufaan-e .sadaa-e aab,1
دمے ایجاد,dam-e iijaad,1
رنگے تماشا,rang-e tamaashaa,1
ناگاہے گرم,nigaah-e garm,1
کاکالے سر کش,kaakul-e sar-kash,1
سرمایہے یک عالموعالم,sarmaayah-e yak-((aalam-o-((aalam,1
بادے بہار,baad-e bahaar,1
پئے توفایرے درد,pa))-e taufiir-e dard,1
ساخنے گرم,su;xan-e garm,1
خاونے داو عالم,;xuun-e do-((aalam,1
صاورتے ماہرے نایم راوز,.suurat-e mihr-e niim-roz,1
زخمے روزنے در,za;xm-e rauzan-e dar,1
شاکوہے جور,shikvah-e jaur,1
ماثلے جوہرے تیغ,mi;sl-e jauhar-e te;g,1
نقّاشے یک,naqqaash-e yak,1
استانے یار,aastaan-e yaar,1
بر راوے شش,bar-ruu-e shash,1
رنگے داگر,rang-e digar,1
شامے فاراق,shaam-e firaaq,1
نازے مافلاسان,naaz-e muflisaa;n,1
بندے عاشق,band-e ((ishq,1
درے ائاینہ,dar-e aa))iinah,1
شوقے عانان گاسیختہ,shauq-e ((inaa;n-guse;xtah,1
خارے باستر,;xaar-e bistar,1
داغے دالے بیدرد,daa;g-e dil-e bedard,1
ہلے خارد,ahl-e ;xirad,1
حلقہے صد,;halqah-e .sad,1
ندازے گال,andaaz-e gul,1
زاعمے جاناون,zu((m-e junuu;n,1
کسبے رنگے فاراوغ,kasb-e rang-e furo;g,1
شوقے دایدار,shauq-e diidaar,1
رازے مکتاوب,raaz-e maktuub,1
کماینے بی زبانای,kamiin-e be-zabaanii,1
سرے رہگازار,sar-e rahguzaar,1
فاراوغے شاعلہے خس,furo;g-e shu((lah-e ;xas,1
خرایدارے متاعے جلوہ,;xariidaar-e mataa((-e jalvah,1
ائاینہے بادے بہارای,aa))iinah-e baad-e bahaarii,1
زیرے سایہ,zer-e saayah,1
رگے لاےلیٰ,rag-e lail;aa,1
جذبے ماحبّت,ja;zb-e mu;habbat,1
شرمے راسوائای,sharm-e rusvaa))ii,1
کاسہے گرداون,kaasah-e garduu;n,1
الفتے گال,ulfat-e gul,1
در قفاے خندہ,dar-qafaa-e ;xandah,1
محوے ساپاسے بی زبانای,ma;hv-e sipaas-e be-zabaanii,1
صنامے خیالای,a.snaam-e ;xayaalii,1
باوے پاےرہن,buu-e pairahan,1
متاعے ہانر,mataa((-e hunar,1
مانعے وحشت خارامایہاے لاےلیٰ,maana((-e va;hshat-;xiraamiihaa-e lail;aa,1
راوزے سایاہ,roz-e siyaah,1
جلوہے بایناش,jalvah-e biinish,1
غمے فاراق,;gam-e firaaq,1
جاناونے نا رسا,junuun-e naa-rasaa,1
غرقے دریا,;garq-e daryaa,1
شاہادے ہستایے مطلق,shaahid-e hastii-e ma:tlaq,1
دورے ساغر,daur-e saa;gar,1
ہوسے شاعلہ,havas-e shu((lah,1
عالمے تقرایر,((aalam-e taqriir,1
ذوقے دشت نوردای,;zauq-e dasht-navardii,1
تارایکایے زاندانے غم,taariikii-e zindaan-e ;gam,1
ساغرے ماے خانہے ناےرنگ,saa;gar-e mai-;xaanah-e nairang,1
ردایفے شاعر,radiif-e shi((r,1
ناماوسے پاےمانے ماحبّت,naamuus-e paimaan-e mu;habbat,1
شاکوہ سنجے رشکے ہم دایگر,shikvah-sanj-e rashk-e ham-diigar,1
محوے تغافال,ma;hv-e ta;gaaful,1
جاگرے لخت لخت,jigar-e la;xt-la;xt,1
نقدے داغے دال,naqd-e daa;g-e dil,1
جاگر تاشنہے ناز,jigar-tishnah-e naaz,1
راوے اب,ruu-e aab,1
دالے نا دان,dil-e naa-daa;n,1
قادرتے حق,qudrat-e ;haq,1
رازہاے ساینہ گاداز,raaz'haa-e siinah-gudaaz,1
محوے ارائاش,ma;hv-e aaraa))ish,1
قفسے مارغے گارافتار,qafas-e mur;g-e giriftaar,1
داودے چاراغ,duud-e chiraa;g,1
سفرے عاشق,safar-e ((ishq,1
طمعے خام,:tama((-e ;xaam,1
شرارے سنگ,sharaar-e sang,1
نا توانایے شمع,naa-tavaanii-e sham((a,1
رنجے رہ,ranj-e rah,1
سایلایے خارا,siilii-e ;xaaraa,1
لاطفے خاص,lu:tf-e ;xaa.s,1
حاورانے خالد,;huuraan-e ;xuld,1
ساواے اس,sivaa-e is,1
کامے ناہنگ,kaam-e nihang,1
مرغاوبے باتے ماشکال پسند,mar;guub-e but-e mushkil-pasand,1
ندازے بیان,andaaz-e bayaa;n,1
صابحے بہار,.sub;h-e bahaar,1
غلطایہاے مضاماین,;gala:tiihaa-e ma.zaamii;n,1
فاےضے ہوا,fai.z-e havaa,1
داغے طعنے بد عہدای,daa;g-e :ta((n-e bad-((ahdii,1
بحرے بی کران,ba;hr-e be-karaa;n,1
نا کامایے ناگاہ,naa-kaamii-e nigaah,1
زخمے تیغے ناز,za;xm-e te;g-e naaz,1
چرخے براین,char;x-e barii;n,1
خوابے خواش,;xvaab-e ;xvush,1
جاے ماے,jaa-e mai,1
عجزے ہامّت,((ajz-e himmat,1
باوسے قدم,bos-e qadam,1
داشمنے ربابے وفا,dushman-e arbaab-e vafaa,1
شکلے ناہالای,shakl-e nihaalii,1
مدحے ناز,mad;h-e naaz,1
غالابے شاورایدہ حال,;gaalib-e shoriidah-;haal,1
تکلایفے پردہ دارایے زخمے جاگر,takliif-e pardah-daarii-e za;xm-e jigar,1
موجے بادہ,mauj-e baadah,1
شوقے مانفعال,shauq-e munfa((il,1
حرایفے سایہ مست,;hariif-e siyah-mast,1
ہولے دال,haul-e dil,1
لبے بام,lab-e baam,1
شایانے دستوخنجرے قاتال,shaayaan-e dast-o-;xanjar-e qaatil,1
کفایلے عامروسد,kafiil-e ((umr-o-asad,1
جاگایرے سمندر,jaagiir-e samandar,1
تنگایے چشمے حساود,tangii-e chashm-e ;hasuud,1
باوے گال,buu-e gul,1
سرے رہگازر,sar-e rahguzar,1
طاقتے بی دادے انتاظار,:taaqat-e be-daad-e inti:zaar,1
مانّت کشے دوا,minnat-kash-e davaa,1
جذبہے بی اختایارے شوق,ja;zbah-e be-i;xtiyaar-e shauq,1
تماشائایے ناےرنگے تمنّا,tamaashaa))ii-e nairang-e tamannaa,1
ورنگے سالاےمان,aurang-e sulaimaa;n,1
پاسے ناماوسے وفا,paas-e naamuus-e vafaa,1
پارساشے طرزے دال برای,pursish-e :tarz-e dil-barii,1
سبقے شوق,sabaq-e shauq,1
غمے عاشّاق,;gam-e ((ushshaaq,1
گرداشے رنگے طرب,gardish-e rang-e :tarab,1
سامانے زنگ,saamaan-e zang,1
بیدادے عاشق,bedaad-e ((ishq,1
ناگاہے شوق,nigaah-e shauq,1
گرداشے مادام,gardish-e mudaam,1
مرہاونے حانا,marhuun-e ;hinaa,1
دمے مرگ,dam-e marg,1
پردہ دارے رازے عاشق,pardah-daar-e raaz-e ((ishq,1
ننگے پایرای,nang-e piirii,1
خاوے یار,;xuu-e yaar,1
پرتوے نقشے خیالے یار,partav-e naqsh-e ;xayaal-e yaar,1
زباونای کشے تاثایر,zabuunii-kash-e taa;siir,1
خانہ وایران سازایے حاےرت,;xaanah-viiraa;n-saazii-e ;hairat,1
پارہے جاگر,paarah-e jigar,1
جزاے پریشان,ajzaa-e pareshaa;n,1
نظارہے نرگاس,na:zaarah-e nargis,1
سازے چمن طرازایے دامان,saaz-e chaman-:taraazii-e daamaa;n,1
باےضہے قامرای,bai.zah-e qumrii,1
دالے شاورایدہے غالاب,dil-e shoriidah-e ;gaalib,1
سازے نا ل بحر,saaz-e anaa-al-ba;hr,1
صاورتے داود,.suurat-e duud,1
تماشاے ناےرنگے صاورت,tamaashaa-e nairang-e .suurat,1
دامانے خیالے یار,daamaan-e ;xayaal-e yaar,1
گال دستہے ناگاہ,gul-dastah-e nigaah,1
جذبے دال,ja;zb-e dil,1
عزمے ساےرے نجفوطوفے حرم,((azm-e sair-e najaf-o-:tauf-e ;haram,1
عجزے حوصلہ,((ajz-e ;hau.salah,1
نایراوے تن,niiruu-e tan,1
پریشانایے خاطار,pareshaanii-e ;xaa:tir,1
بیدادے داوست,bedaad-e dost,1
رونقے ہستای,raunaq-e hastii,1
پاسے درد,paas-e dard,1
گارہے نایم باز,girah-e niim-baaz,1
داشمنے ایمانواگہای,dushman-e iimaan-o-aagahii,1
فشردہے نگاور,afshardah-e anguur,1
زمانہے جوانای,zamaanah-e javaanii,1
قفسے رنگ,qafas-e rang,1
عیارے طبعے خرایدار,((ayaar-e :tab((-e ;xariidaar,1
جوہرے ائاینہے زاناو,jauhar-e aa))iinah-e zaanuu,1
گانجائاشے عداوتے غیار,gunjaa))ish-e ((adaavat-e a;gyaar,1
طاوفان گاہے جاوشے اضطارابے شامے تنہائای,:tuufaa;n-gaah-e josh-e i.z:tiraab-e shaam-e tanhaa))ii,1
مجلاس فاراوزے خلوتے ناماوس,majlis-furoz-e ;xalvat-e naamuus,1
ساکانانے خاطّہے خاک,saakinaan-e ;xi:t:tah-e ;xaak,1
زحمتے ماہرے درخشان,za;hmat-e mihr-e dara;xshaa;n,1
ریزاشے ساجدہے جباینے نایاز,rezish-e sijdah-e jabiin-e niyaaz,1
تارے ناگہ,taar-e nigah,1
راوے کار,ruu-e kaar,1
حاصالے دال بستگای,;haa.sil-e dil-bastagii,1
ضبطے اہ,.zab:t-e aah,1
نداوہے وفا,andoh-e vafaa,1
وجے طالعے لعلوگاہر,auj-e :taala((-e la((l-o-guhar,1
التافاتے ناز,iltifaat-e naaz,1
نواے مارغے گارافتار,navaa-e mur;g-e giriftaar,1
تنے رنجاور,tan-e ranjuur,1
ماہے شبے چار داہم,maah-e shab-e chaar-duham,1
رازے ناہان,raaz-e nihaa;n,1
کاشتہے لعلے باتان,kushtah-e la((l-e butaa;n,1
دایدہے تر,diidah-e tar,1
راشتہے شایرازہے ماژگان,rishtah-e shiiraazah-e mizhgaa;n,1
شبہاے ہاجران,shab'haa-e hijraa;n,1
حضرتے ناصاح,;ha.zrat-e naa.si;h,1
داغے نا تمامای,daa;g-e naa-tamaamii,1
جزاے ایمان,ajzaa-e iimaa;n,1
ناگاہے بی ماحابا,nigaah-e be-mu;haabaa,1
نمے شبنم,nam-e shabnam,1
طافلانے بی پروا,:tiflaan-e be-parvaa,1
ندیشہہاے داور دراز,andeshah'haa-e duur-daraaz,1
برقے خارمن,barq-e ;xirman,1
حاسنے طلب,;husn-e :talab,1
دعوتے ماژگان,da((vat-e mizhgaa;n,1
عاشقے خانہ وایران ساز,((ishq-e ;xaanah-viiraa;n-saaz,1
دستے قضا,dast-e qa.zaa,1
شاکوہے ضاعفے داماغ,shikvah-e .zu((f-e dimaa;g,1
اہنگے زماین,aahang-e zamii;n,1
منعے قدم باوس,man((-e qadam-bos,1
رہے وادایے خیال,rah-e vaadii-e ;xayaal,1
غاراورے حاسن,;guruur-e ;husn,1
نوا سنجے فاغان,navaa-sanj-e fi;gaa;n,1
نقابے خاک,naqaab-e ;xaak,1
رشکے سوالوجواب,rashk-e savaal-o-javaab,1
تاراجے کاواشے غمے ہاجران,taaraaj-e kaavish-e ;gam-e hijraa;n,1
تپاشے دال,tapish-e dil,1
چاراغانے سرے رہ گازرے باد,chiraa;gaan-e sar-e rah-guzar-e baad,1
ساوے قابلہ,suu-e qiblah,1
دایدہے یعقاوب,diidah-e ya((quub,1
خاداوندے ناعمت,;xudaavand-e ni((mat,1
لبے خاشک,lab-e ;xushk,1
رنگے لالہوگالونسراین,rang-e laalah-o-gul-o-nasrii;n,1
طالعے بیدارے باستر,:taala((-e bedaar-e bistar,1
غالابے اشافتہ سر,;gaalib-e aashuftah-sar,1
ماثلے گالے شمع,mi;sl-e gul-e sham((a,1
تایرے نایم کش,tiir-e niim-kash,1
خواد رفتہے باےداے خیال,;xvud-raftah-e baidaa-e ;xayaal,1
زاندانایے تاثایرے الفطہاے خاوبان,zindaanii-e taa;siir-e ulfa:t'haa-e ;xuubaa;n,1
راوحے نباتای,ruu;h-e nabaatii,1
خرایدارے ذوقے خوارای,;xariidaar-e ;zauq-e ;xvaarii,1
دالے فساردہ,dil-e afsurdah,1
کالفتے خاطار,kulfat-e ;xaa:tir,1
بادبانے کاشتایے ماے,baadbaan-e kishtii-e mai,1
سر گرمے نالہہاے شرر بار,sar-garm-e naalah'haa-e sharar-baar,1
یادگارے نالہ,yaadgaar-e naalah,1
زخمے تیغ,za;xm-e te;g,1
وضعے احتایاط,va.z((-e i;htiyaa:t,1
خیالے حاسن,;xayaal-e ;husn,1
جراحتے پاےکان,jaraa;hat-e paikaa;n,1
گالے نغمہ,gul-e na;gmah,1
راوزے بروشبے ماہ,roz-e abr-o-shab-e maah,1
اشاوبے غم,aashob-e ;gam,1
طالاسمے قافلے بجد,:tilism-e qufl-e abjad,1
بہاے متاعے ہانر,bahaa-e mataa((-e hunar,1
ماعاینے مالتومالک,mu((iin-e millat-o-mulk,1
سایہے تاک,saayah-e taak,1
غابارے شوق,;gubaar-e shauq,1
چاراغے رہگازارے باد,chiraa;g-e rahguzaar-e baad,1
اغاوشے واداعے جلوہ,aa;gosh-e vidaa((-e jalvah,1
جوہرے ندیشہ,jauhar-e andeshah,1
ساقایے گرداون,saaqii-e garduu;n,1
کفے فساوس,kaf-e afsos,1
خیالے طارّہے لاےلیٰ,;xayaal-e :turrah-e lail;aa,1
جزاے ناگاہے افتاب,ajzaa-e nigaah-e aaftaab,1
ماژہہاے دراز,mizhah'haa-e daraaz,1
شرمے نا رسائای,sharm-e naa-rasaa))ii,1
تیغے ناگاہے یار,te;g-e nigaah-e yaar,1
تذکارہے غاےر,ta;zkirah-e ;gair,1
بی مانّتے کاےماوس,be-minnat-e kaimuus,1
ظرفے تنگناے غزل,:zarf-e tangnaa-e ;gazal,1
شاعاعے افتابے صابحے محشر,shu((aa((-e aaftaab-e .sub;h-e ma;hshar,1
جاوشاشے فصلے بہارای,joshish-e fa.sl-e bahaarii,1
ذوقے معاصای,;zauq-e ma((aa.sii,1
رہنے غازہ,rahn-e ;gaazah,1
دالے گام گشتہ,dil-e gum-gashtah,1
پرے پروانہ,par-e parvaanah,1
غالابے وحشای,;gaalib-e va;hshii,1
موجے خارامے یار,mauj-e ;xiraam-e yaar,1
محوے بالاشے کمخواب,ma;hv-e baalish-e kam;xvaab,1
ذوقے خامہ فرسا,;zauq-e ;xaamah-farsaa,1
شاکوہے بی دستوپائای,shikvah-e be-dast-o-paa))ii,1
بندگایے باو تاراب,bandagii-e buu-turaab,1
ساینہے شمشایر,siinah-e shamshiir,1
شکیبے خاتارے عاشاق,shakeb-e ;xaatir-e ((aashiq,1
رزانایے ماےے جلوہ,arzaanii-e mai-e jalvah,1
ماوے اتاش دایدہ,muu-e aatish-diidah,1
زکاتے حاسن,zakaat-e ;husn,1
خامارے تاشنہ کامای,;xumaar-e tishnah-kaamii,1
پہلاوے ندیشہ,pahluu-e andeshah,1
ابے برجا ماندہ,aab-e barjaa-maa;ndah,1
داردے تہے جام,durd-e tah-e jaam,1
برگے عافایت,barg-e ((aafiyat,1
غرقے نمک دان,;garq-e namak-daa;n,1
چشمے وا گردایدہ,chashm-e vaa-gardiidah,1
پاساخے مکتاوب,paasu;x-e maktuub,1
بزمے باتان,bazm-e butaa;n,1
خسے جوہر,;xas-e jauhar,1
دالے بی قرار,dil-e be-qaraar,1
باعاثے نومایدایے ربابے ہوس,baa((i;s-e naumiidii-e arbaab-e havas,1
نازاشے یّامے خاکاستر ناشاینای,naazish-e ayyaam-e ;xaakistar-nishiinii,1
ساواے بادہے گال فامے ماشک باو,sivaa-e baadah-e gul-faam-e mushk-buu,1
چشمے نرگاس,chashm-e nargis,1
مانعے بیربطایے شاورے جاناون,maana((-e berab:tii-e shor-e junuu;n,1
وہمے ناز,vahm-e naaz,1
ہامّتے عالای,himmat-e ((aalii,1
پر فاشانایے شمع,par-fishaanii-e sham((a,1
تیغے ناگہ,te;g-e nigah,1
حرایفے دمے عایسیٰ,;hariif-e dam-e ((iis;aa,1
محوے ماہے کنعان,ma;hv-e maah-e kan((aa;n,1
پاے طاؤس,paa-e :taa))uus,1
مسائالے تصوّاف,masaa))il-e ta.savvuf,1
داودے چاراغے محفال,duud-e chiraa;g-e ma;hfil,1
سارمہے مافتے نظر,surmah-e muft-e na:zar,1
ہاجرے یار,hijr-e yaar,1
انتاظارے صاےد,inti:zaar-e .said,1
ابے زاندگانایے شمع,aab-e zindagaanii-e sham((a,1
دمے سرد,dam-e sard,1
اعجازے ہواے صاےقل,i((jaaz-e havaa-e .saiqal,1
خالے کانجے دہن,;xaal-e kunj-e dahan,1
مان جاملہے سبابے وایرانای,min-jumlah-e asbaab-e viiraanii,1
پاےغامے زبانای,pai;gaam-e zabaanii,1
راشتہے ہر,rishtah-e har,1
بےگانہے وفا,begaanah-e vafaa,1
عاشاقے ہلے کرم,((aashiq-e ahl-e karam,1
نا تمامایے نفسے شاعلہ بار,naa-tamaamii-e nafas-e shu((lah-baar,1
اتاشے خاماوش,aatish-e ;xaamosh,1
صدمہے یک جانباشے لب,.sadmah-e yak-junbish-e lab,1
کاوتاہایے نشووناما,kotaahii-e nashv-o-numaa,1
ماشتاقے لخّتہاے حسرت,mushtaaq-e la;z;zat'haa-e ;hasrat,1
حظّے وصل,;ha:z:z-e va.sl,1
شاگافتنے گالہاے عاےش,shiguftan-e gul'haa-e ((aish,1
حسرت پرستے بالاین,;hasrat-parast-e baalii;n,1
صدفے گوہرے شاکست,.sadaf-e gauhar-e shikast,1
ماثلے سایہے گال,mi;sl-e saayah-e gul,1
عالمے تمکاینوضبط,((aalam-e tamkiin-o-.zab:t,1
حالے شہایدانے گازشتہ,;haal-e shahiidaan-e guzashtah,1
لب تاشنہے تقرایر,lab-tishnah-e taqriir,1
خستہے تیغے ساتم,;xastah-e te;g-e sitam,1
ذوقے گارافتارایے ہم,;zauq-e giriftaarii-e ham,1
چشمے باینا,chashm-e biinaa,1
کفے خس,kaf-e ;xas,1
بی کارایے جاناون,be-kaarii-e junuu;n,1
معشاوقے شاوخوعاشاقے دایوانہ,ma((shuuq-e sho;x-o-((aashiq-e diivaanah,1
مجباورایودعواے گارافتارایے الفت,majbuurii-o-da((vaa-e giriftaarii-e ulfat,1
حلے ماشکالے عاشاق,;hall-e mushkil-e ((aashiq,1
تصوّارے جانان,ta.savvur-e jaanaa;n,1
بی ربطایے عانوان,be-rab:tii-e ((unvaa;n,1
داردای کشے پاےمانہے جم,durdii-kash-e paimaanah-e jam,1
دامے خالای,daam-e ;xaalii,1
جاوشے شک,josh-e ashk,1
طرب انشاے التافات,:tarab-inshaa-e iltifaat,1
درے گنجاینہے گوہر,dar-e ganjiinah-e gauhar,1
دایوارے دباستان,diivaar-e dabistaa;n,1
ماحایطے اب,mu;hii:t-e aab,1
شامے حاجر,shaam-e ;hijr,1
زبانے ساپاس,zabaan-e sipaas,1
زیرے پا,zer-e paa,1
بختے رسا,ba;xt-e rasaa,1
خوابے زالاےخا,;xvaab-e zulai;xaa,1
سنگے فسان,sang-e fasaa;n,1
سایہے دایوارے یار,saayah-e diivaar-e yaar,1
مستے ماےے ذات,mast-e mai-e ;zaat,1
حسرتے دال,;hasrat-e dil,1
شبہاے حاجر,shab'haa-e ;hijr,1
داودے شاعلہے اواز,duud-e shu((lah-e aavaaz,1
سازے اہنگے شاکایت,saaz-e aahang-e shikaayat,1
نظّارہے جمال,na:z:zaarah-e jamaal,1
جادادے بادہ ناوشایے راندان,jaadaad-e baadah-noshii-e rindaa;n,1
شاورے پندے ناصاح,shor-e pand-e naa.si;h,1
کفے ہر,kaf-e har,1
پاے خام,paa-e ;xum,1
حلقہے دامے خیال,;halqah-e daam-e ;xayaal,1
کوکبہے شہریار,kaukabah-e shahryaar,1
خسوخاشاکے گالاستان,;xas-o-;xaashaak-e gulistaa;n,1
جیبے خیال,jeb-e ;xayaal,1
گاستاخایے فراشتہ,gustaa;xii-e farishtah,1
مانعے ذوقے تماشا,maana((-e ;zauq-e tamaashaa,1
ننگے بالوپر,nang-e baal-o-par,1
عرضے نایازے عاشق,((ar.z-e niyaaz-e ((ishq,1
نظرہاے تیز,na:zar'haa-e tez,1
بادہے شبانہ,baadah-e shabaanah,1
طالعے شوق,:taala((-e shauq,1
دمے سماع,dam-e samaa((,1
ندازہے خامار,andaazah-e ;xumaar,1
دالے نالان,dil-e naalaa;n,1
حاکایاتے خاون چکان,;hikaayaat-e ;xuu;n-chakaa;n,1
ازاردگایے یار,aazurdagii-e yaar,1
قطرہے ماے,qa:trah-e mai,1
ہواے ساےرے گال,havaa-e sair-e gul,1
دایدہے خاون نابہ فاشان,diidah-e ;xuu;n-naabah-fishaa;n,1
صاےدے زباون,.said-e zabuu;n,1
شاکیبوصبرے ہلے نجامن,shikeb-o-.sabr-e ahl-e anjuman,1
گرداشے سیّارہ,gardish-e saiyaarah,1
عامرے جاوادان,((umr-e jaavidaa;n,1
دایدہے دال,diidah-e dil,1
قدرے سنگے سرے رہ,qadr-e sang-e sar-e rah,1
حاسنے تماشا داوست,;husn-e tamaashaa-dost,1
پردہے ساز,pardah-e saaz,1
باتے غالایہ ماو,but-e ;gaaliyah-mo,1
بد مستایے ہر,bad-mastii-e har,1
ابنے مریم,ibn-e maryam,1
برقے نظارہ ساوز,barq-e na:zaarah-soz,1
صاےقلے ائاینہ,.saiqal-e aa))iinah,1
فرشے پا نداز,farsh-e paa-andaaz,1
محراومے جمال,ma;hruum-e jamaal,1
چشمے مست,chashm-e mast,1
طارّہہاے خم,:turrah'haa-e ;xam,1
ساینہے عاشاق,siinah-e ((aashiq,1
داوست دارے داشمن,dost-daar-e dushman,1
سرے دامن,sar-e daaman,1
دایدہے ساغر,diidah-e saa;gar,1
مہجاورے پیاموچشم,mahjuur-e payaam-o-chashm,1
چاراغانے شباستانے دالے پروانہ,chiraa;gaan-e shabistaan-e dil-e parvaanah,1
غمے دانیا,;gam-e dunyaa,1
چشمے خاوبان,chashm-e ;xuubaa;n,1
ماواخذہے راوزے حشر,muvaa;xa;zah-e roz-e ;hashr,1
خندہے گال,;xandah-e gul,1
ہلے جفا,ahl-e jafaa,1
باغے شاگافتہ,baa;g-e shiguftah,1
پاشت گرمایے تابوتاوان,pusht-garmii-e taab-o-tuvaa;n,1
واسعتے سعایے کرم,vus((at-e sa((ii-e karam,1
ندازہے ہامّت,andaazah-e himmat,1
ربطے ناہانای,rab:t-e nihaanii,1
قطعے رہے اضطاراب,qa:t((-e rah-e i.z:tiraab,1
